序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
133,300183,东软载波,17.95,6.21,1.05,242253.0,424381358.07,8.22,18.1,16.71,17.1,16.9,3.07,6.75,74.12,2.62,8303834009.0,6444522300.0,0.0,-0.22,45.23,19.75
134,688031,星环科技-U,51.38,6.2,3.0,87051.0,456530863.0,14.03,55.82,49.03,49.28,48.38,1.65,9.29,-15.9,5.35,6208865454.0,4813211400.0,0.02,0.18,98.3,-21.04
135,833751,惠同新材,17.66,6.13,1.02,69416.0,117849934.28,8.77,17.66,16.2,16.59,16.64,1.59,15.05,36.92,4.11,1532534800.0,814541010.0,1.2,1.67,120.75,71.46
136,000822,山东海化,6.6,6.11,0.38,785816.0,513201898.35,11.41,6.84,6.13,6.22,6.22,2.68,8.78,25.79,1.12,5907606712.0,5907606712.0,0.0,-0.6,30.18,-2.08
137,603516,淳中科技,46.41,5.98,2.62,152487.0,685571287.0,9.8,47.3,43.01,43.35,43.79,0.81,7.55,136.39,6.88,9367476963.0,9367476963.0,0.22,0.61,81.22,107.47
138,300157,新锦动力,3.74,5.95,0.21,1008006.0,377470262.72,20.68,4.14,3.41,3.41,3.53,3.22,14.31,-18.64,-11.87,2713700081.0,2633807510.0,0.0,0.0,80.68,7.78
139,873833,美心翼申,17.82,5.95,1.0,77890.0,136012602.05,16.35,18.85,16.1,16.51,16.82,1.36,24.55,56.85,2.43,1467655200.0,565381092.0,0.11,0.56,144.44,21.97
140,603657,春光科技,15.0,5.93,0.84,104712.0,153461560.0,6.99,15.0,14.01,14.04,14.16,2.5,7.75,325.52,2.16,2047324875.0,2027850750.0,0.47,0.74,47.78,-6.19
141,300613,富瀚微,49.53,5.92,2.77,159432.0,804007796.92,7.98,52.99,49.26,51.0,46.76,3.49,7.32,46.19,4.47,11435173816.0,10781128878.0,0.06,-0.06,55.66,17.04
142,002527,新时达,10.38,5.92,0.58,1096919.0,1152590400.53,12.04,10.78,9.6,9.7,9.8,1.16,20.73,-121.85,4.61,6882576201.0,5492893922.0,0.29,-1.14,75.63,5.81
143,300977,深圳瑞捷,21.02,5.89,1.17,99881.0,203234920.04,11.64,21.64,19.33,19.84,19.85,1.82,10.54,145.84,2.29,3199805802.0,1991153552.0,0.0,-0.33,27.47,13.81
144,688377,迪威尔,16.94,5.88,0.94,89186.0,148813277.0,7.69,17.18,15.95,16.04,16.0,2.81,4.58,38.76,1.86,3297658980.0,3297658980.0,-0.12,0.06,37.28,-36.29
145,603666,亿嘉和,27.0,5.84,1.49,227210.0,598544858.0,7.88,27.01,25.0,25.25,25.51,1.76,11.0,-52.12,2.43,5575252032.0,5575252032.0,0.07,0.48,57.43,-13.99
146,601116,三江购物,11.61,5.83,0.64,298477.0,343226383.0,11.12,11.96,10.74,10.96,10.97,2.39,5.45,39.39,1.99,6358546224.0,6358546224.0,0.09,0.09,57.53,8.91
147,600215,派斯林,8.5,5.72,0.46,355720.0,294127325.0,7.96,8.59,7.95,8.01,8.04,1.98,7.79,34.39,1.97,3935460730.0,3883504480.0,0.0,0.24,55.68,0.71
148,002194,武汉凡谷,13.53,5.7,0.73,1087720.0,1426101766.77,8.98,13.61,12.46,12.8,12.8,1.55,21.36,148.9,3.64,9244856955.0,6889931257.0,0.07,0.82,60.88,38.91
149,002519,银河电子,6.5,5.69,0.35,1459583.0,943844165.61,10.89,6.77,6.1,6.12,6.15,4.53,13.06,38.69,2.28,7321800837.0,7266255919.0,0.0,-0.15,46.4,7.08
150,000659,珠海中富,3.53,5.69,0.19,1848539.0,642946932.39,12.57,3.67,3.25,3.32,3.34,3.5,14.38,-117.6,15.23,4538529896.0,4538529896.0,0.0,0.28,80.1,46.47
151,300386,飞天诚信,18.15,5.65,0.97,517704.0,921885917.63,10.3,18.5,16.73,16.87,17.18,1.41,20.86,-252.44,4.98,7587498600.0,4505105027.0,0.28,0.33,124.35,69.15
152,603789,星光农机,9.65,5.58,0.51,215553.0,204763035.0,8.97,9.83,9.01,9.19,9.14,2.09,8.29,-24.84,7.58,2609856010.0,2509000000.0,0.31,0.84,49.15,-10.07
153,002886,沃特股份,17.43,5.51,0.91,414489.0,728441877.35,11.14,18.17,16.33,16.53,16.52,2.81,19.91,137.25,2.6,4587638138.0,3628371099.0,-0.11,-0.85,32.55,-14.89
154,600694,大商股份,23.51,5.47,1.22,226815.0,536985982.0,11.26,24.52,22.01,22.29,22.29,2.37,7.25,10.39,0.85,7359865944.0,7359865944.0,0.21,0.17,49.94,62.7
155,002112,三变科技,11.85,5.43,0.61,346318.0,415749809.37,11.39,12.36,11.08,11.25,11.24,3.58,13.21,29.68,5.1,3105648000.0,3105648000.0,-0.08,-0.17,39.91,13.4
156,600736,苏州高新,6.67,5.37,0.34,974503.0,637938376.0,6.64,6.75,6.33,6.38,6.33,1.59,8.46,24.3,1.03,7679123690.0,7679123690.0,-0.15,0.3,65.51,41.01
157,301127,天源环保,16.25,5.31,0.82,182055.0,293250630.92,6.68,16.42,15.39,15.43,15.43,1.01,4.63,41.12,3.5,10260504881.0,6386820391.0,-0.18,-0.25,106.74,110.22
158,688228,开普云,50.3,5.3,2.53,58982.0,293014012.0,9.21,51.49,47.09,47.09,47.77,1.69,8.74,-158.38,2.72,3396167472.0,3396167472.0,-0.12,0.16,71.03,-22.9
159,300782,卓胜微,98.65,5.28,4.95,221786.0,2202391055.17,8.41,103.28,95.4,95.86,93.7,2.48,4.96,92.96,5.16,52731257340.0,44152833080.0,0.11,0.21,56.22,-29.93
160,300902,国安达,20.79,5.27,1.04,132969.0,274088562.65,10.13,21.45,19.45,19.49,19.75,3.96,10.82,-374.34,4.52,3807178022.0,2555201624.0,0.05,0.0,28.57,-16.71
161,002141,*ST贤丰,1.64,5.13,0.08,305621.0,49597314.26,5.77,1.64,1.55,1.56,1.56,1.84,2.96,795.4,1.83,1694014709.0,1694014709.0,0.0,0.0,23.31,-48.1
162,603955,大千生态,26.49,5.12,1.29,442218.0,1133448133.0,14.37,27.72,24.1,24.51,25.2,1.3,32.58,176.02,2.32,3595222800.0,3595222800.0,0.04,0.23,245.37,80.33
163,301115,建科股份,15.9,5.09,0.77,117092.0,183814495.57,9.65,16.38,14.92,15.13,15.13,5.06,11.09,105.41,1.14,2944033506.0,1678385333.0,-0.13,-0.19,19.37,-9.4
164,002697,红旗连锁,6.2,5.08,0.3,1345664.0,845662831.04,11.53,6.49,5.81,5.9,5.9,2.49,12.49,16.21,1.95,8432000000.0,6680998480.0,0.0,0.0,47.62,27.57
165,603003,*ST龙宇,6.0,5.08,0.29,87370.0,52001584.0,5.43,6.0,5.69,5.69,5.71,1.14,2.32,-20.61,0.63,2257760004.0,2257760004.0,0.0,0.0,29.31,-56.36
166,002495,佳隆股份,2.69,5.08,0.13,1375206.0,377859804.93,11.72,2.82,2.52,2.54,2.56,2.7,19.26,118.73,2.27,2516832864.0,1920484889.0,0.0,0.37,78.15,-15.94
167,002547,春兴精工,5.59,5.08,0.27,3085332.0,1748320311.02,12.59,5.85,5.18,5.2,5.32,1.9,27.93,-26.76,95.11,6305839569.0,6175872058.0,0.0,-0.89,75.24,19.7
168,603696,安记食品,9.14,5.06,0.44,251994.0,235875803.0,11.38,9.57,8.58,8.71,8.7,2.43,10.71,75.66,3.83,2149728000.0,2149728000.0,-0.11,-0.65,40.62,-13.04
169,301101,明月镜片,41.99,5.03,2.01,152501.0,640884940.81,12.71,43.8,38.72,38.8,39.98,0.85,21.34,46.32,5.18,8461493079.0,3000945519.0,0.07,0.1,62.56,1.03
170,300077,国民技术,30.94,5.02,1.48,1424042.0,4564913783.61,11.2,34.0,30.7,31.01,29.46,1.69,25.16,-90.6,16.76,18041940098.0,17511882206.0,-0.03,-0.06,238.14,174.05
171,300100,双林股份,24.0,4.99,1.14,464443.0,1108502907.71,8.62,24.88,22.91,23.23,22.86,2.02,12.0,19.69,3.87,9618461904.0,9289509216.0,0.13,0.13,114.86,132.33
172,000908,*ST景峰,5.27,4.98,0.25,477549.0,247140400.5,5.38,5.27,5.0,5.04,5.02,0.93,6.05,-32.7,-29.77,4636410830.0,4157505039.0,0.0,0.0,14.57,62.65
173,002052,*ST同洲,6.12,4.97,0.29,348351.0,211816179.76,7.2,6.12,5.7,6.12,5.83,2.38,4.67,-239.84,-1191.51,4565273327.0,4565250377.0,0.0,0.0,145.78,215.46
174,600234,*ST科新,5.31,4.94,0.25,23747.0,12442885.0,6.13,5.31,5.0,5.06,5.06,0.73,0.9,91.1,3.17,1393986367.0,1393986367.0,0.0,0.0,78.19,-38.68
175,688077,大地熊,27.27,4.92,1.28,83300.0,221631293.0,6.81,27.48,25.71,26.6,25.99,1.79,7.28,82.34,2.94,3121828804.0,3121828804.0,0.0,0.7,88.72,15.21
176,300083,创世纪,7.89,4.92,0.37,1380235.0,1083677322.36,9.04,8.13,7.45,7.48,7.52,3.3,9.24,48.86,2.57,13135765827.0,11780047838.0,0.13,0.38,30.85,24.64
177,002163,海南发展,11.75,4.91,0.55,1670974.0,1952841933.58,15.54,12.32,10.58,11.1,11.2,5.12,20.79,-31.97,8.18,9928254937.0,9441699281.0,0.0,-0.51,107.23,29.41
178,002337,赛象科技,5.56,4.91,0.26,830247.0,471836614.39,11.32,5.83,5.23,5.23,5.3,2.29,14.12,53.16,2.57,3272703570.0,3269260718.0,0.72,0.54,44.42,-1.59
179,000584,*ST工智,3.64,4.9,0.17,80867.0,29334234.02,4.03,3.64,3.5,3.55,3.47,0.31,1.07,110.28,4.93,2769812780.0,2762267577.0,0.0,0.0,56.22,-7.38
180,603068,博通集成,30.51,4.88,1.42,140325.0,438575197.0,6.88,32.0,30.0,30.31,29.09,2.58,9.33,-101.07,2.75,4589465713.0,4589465713.0,0.1,-2.15,66.81,4.85
181,002750,*ST龙津,2.82,4.83,0.13,280177.0,78263029.73,4.09,2.82,2.71,2.76,2.69,2.01,7.03,-90.79,2.25,1129410000.0,1124436087.0,0.0,0.0,28.77,-71.8
182,301055,张小泉,16.5,4.83,0.76,68159.0,108462217.5,7.43,16.5,15.33,15.65,15.74,1.7,4.37,112.23,4.11,2574000000.0,2574000000.0,3.51,3.64,37.73,15.63
183,002005,ST德豪,1.96,4.81,0.09,81908.0,16053973.88,0.0,1.96,1.96,1.96,1.87,0.49,0.47,-50.78,10.68,3434752722.0,3434752722.0,0.0,0.0,60.66,43.07
184,002779,中坚科技,73.88,4.81,3.39,109422.0,799308558.4,9.22,76.5,70.0,70.0,70.49,1.14,9.24,183.35,13.59,9752160000.0,8749942707.0,0.79,0.79,144.8,198.87
185,871553,凯腾精工,11.18,4.78,0.51,148860.0,170320500.58,21.46,12.8,10.51,10.67,10.67,1.95,16.2,107.87,4.73,1606459343.0,1027053137.0,0.09,0.54,189.64,93.09
186,600070,*ST富润,1.77,4.73,0.08,96229.0,16773690.0,5.33,1.77,1.68,1.69,1.69,0.98,1.9,-4.32,1.78,898134696.0,896895696.0,0.0,0.0,-17.29,-36.1
187,600462,*ST九有,1.55,4.73,0.07,170685.0,26039172.0,4.73,1.55,1.48,1.48,1.48,1.77,2.84,-19.12,-24.92,956474000.0,930720750.0,0.0,0.0,6.9,-40.38
188,301160,翔楼新材,58.44,4.71,2.63,44220.0,253698771.0,7.74,59.02,54.7,55.81,55.81,1.75,10.24,25.28,2.99,4678900070.0,2523916479.0,0.12,1.05,71.88,41.78
189,601519,大智慧,11.78,4.71,0.53,4502166.0,5171182828.0,18.67,12.38,10.28,11.01,11.25,3.04,22.47,-88.01,16.42,23605536768.0,23605536768.0,0.0,0.68,111.49,59.62
190,002933,新兴装备,38.48,4.71,1.73,175828.0,669719385.92,12.68,40.43,35.77,36.57,36.75,1.55,15.41,199.87,3.01,4515628000.0,4389511609.0,-0.03,-0.29,53.0,5.63
191,600729,重庆百货,31.4,4.7,1.41,101512.0,316795699.0,7.5,31.97,29.72,29.98,29.99,1.38,5.39,11.24,1.95,13833193918.0,5916443390.0,0.03,0.13,83.3,16.99
192,300248,新开普,12.31,4.68,0.55,572091.0,693387509.98,9.86,12.58,11.42,11.58,11.76,1.49,13.98,423.87,2.83,5863848718.0,5036690159.0,0.08,0.49,85.11,29.44
193,688788,科思科技,34.18,4.65,1.52,18920.0,63555841.0,4.59,34.21,32.71,32.95,32.66,1.87,1.79,-14.14,1.6,3614464077.0,3614464077.0,0.03,0.06,52.05,-11.63
194,002366,融发核电,5.4,4.65,0.24,1489620.0,793965967.24,9.11,5.55,5.08,5.14,5.16,1.76,11.86,-644.97,2.42,11237063256.0,6784907706.0,0.0,0.37,71.97,0.37
195,601088,中国神华,42.1,4.65,1.87,583117.0,2421933718.0,5.97,42.3,39.9,39.98,40.23,2.36,0.35,13.62,2.02,836464690106.0,694272697906.0,0.0,0.05,2.48,44.72
196,600012,皖通高速,15.54,4.65,0.69,86402.0,132301463.0,6.6,15.7,14.72,14.8,14.85,1.59,0.74,15.83,2.0,25774799400.0,18113424000.0,0.32,0.19,-2.26,49.14
197,832651,天罡股份,31.39,4.63,1.39,30650.0,95429788.89,14.0,33.22,29.02,29.5,30.0,1.18,20.07,36.39,4.12,1914790000.0,479478201.0,0.29,1.88,168.52,59.42
198,600225,*ST卓朗,1.13,4.63,0.05,361080.0,40802024.0,0.0,1.13,1.13,1.13,1.08,0.5,1.06,-11.64,2.21,3854875630.0,3851972719.0,0.0,0.0,-24.16,-70.26
199,300098,高新兴,7.26,4.61,0.32,4114420.0,2960317699.99,14.84,7.8,6.77,6.81,6.94,1.8,26.69,-205.73,4.46,12616299317.0,11193058732.0,0.0,0.14,100.55,78.82
200,600285,羚锐制药,23.6,4.61,1.04,196910.0,462920832.0,7.49,24.09,22.4,22.48,22.56,2.18,3.47,17.49,4.62,13383925470.0,13383925470.0,0.0,0.04,0.0,44.7
201,603725,天安新材,7.5,4.6,0.33,193948.0,145211915.0,11.44,7.88,7.06,7.17,7.17,3.13,6.77,21.36,3.09,2286432600.0,2149932600.0,0.0,0.4,27.33,-4.21
202,300580,贝斯特,23.3,4.53,1.01,535261.0,1240358707.51,10.54,24.24,21.89,22.03,22.29,1.41,11.4,38.8,3.86,11630286150.0,10937570393.0,0.04,-0.13,77.32,14.05
203,873593,鼎智科技,46.95,4.52,2.03,132235.0,630821630.97,18.52,52.32,44.0,44.07,44.92,1.14,11.54,154.65,9.58,6312977238.0,5379120281.0,0.02,0.15,225.59,72.99
204,603922,金鸿顺,25.24,4.51,1.09,88716.0,220449270.0,13.29,26.57,23.36,23.8,24.15,1.69,4.95,-217.89,4.46,4523008000.0,4523008000.0,0.0,0.24,64.97,33.83
205,688141,杰华特,24.13,4.5,1.04,251699.0,621374850.0,10.05,25.88,23.56,23.7,23.09,2.38,9.6,-15.95,4.81,10783214400.0,6326978080.0,-0.08,0.12,62.49,-12.76
206,688225,亚信安全,22.09,4.49,0.95,77514.0,174952033.0,12.39,24.0,21.38,21.38,21.14,1.56,4.06,-31.81,4.55,8836220900.0,4220145437.0,-0.18,-0.59,112.2,20.45
207,605255,天普股份,14.5,4.47,0.62,66511.0,95795299.0,7.56,14.84,13.79,13.97,13.88,2.83,4.96,79.31,2.42,1944160000.0,1944160000.0,0.0,0.14,36.53,-15.25
208,600800,渤海化学,3.98,4.46,0.17,1238055.0,479117711.0,7.09,3.99,3.72,3.77,3.81,1.02,11.16,-6.17,2.38,4417979960.0,4416726260.0,0.0,0.76,104.1,7.86
209,688081,兴图新科,15.49,4.45,0.66,47018.0,72825706.0,9.58,16.07,14.65,14.83,14.83,1.76,4.56,-28.28,3.37,1596089600.0,1596089600.0,0.58,1.51,80.96,-9.99
210,300905,宝丽迪,33.42,4.44,1.42,183754.0,606734511.22,10.0,34.34,31.14,31.92,32.0,1.64,14.76,55.11,3.25,5942669406.0,4160302670.0,0.06,0.51,56.17,77.01
211,300981,中红医疗,15.36,4.42,0.65,179687.0,268411879.06,6.59,15.36,14.39,14.61,14.71,2.01,5.03,88.04,1.07,5990519808.0,5490156672.0,0.33,1.12,54.53,-1.03
212,605158,华达新材,9.46,4.42,0.4,261750.0,245767295.0,8.72,9.7,8.91,9.08,9.06,3.26,5.12,27.31,1.96,4838033200.0,4838033200.0,0.11,0.75,40.56,27.84
213,300503,昊志机电,20.51,4.38,0.86,600618.0,1233891220.14,13.18,21.82,19.23,19.34,19.65,1.94,25.12,58.24,5.29,6277553866.0,4903680564.0,0.29,0.24,60.36,10.45
214,603305,旭升集团,15.5,4.31,0.64,543346.0,848596143.0,9.42,16.27,14.87,14.87,14.86,1.32,5.82,33.59,2.28,14464831462.0,14464831462.0,-0.39,-0.32,78.37,-20.51
215,603004,鼎龙科技,24.58,4.29,1.01,209892.0,504662246.0,9.84,25.59,23.27,23.55,23.57,1.0,35.65,40.19,2.99,5789081600.0,1447270400.0,-0.08,-1.48,34.32,-31.3
216,300400,劲拓股份,18.51,4.28,0.76,149400.0,272537889.0,6.08,18.69,17.61,17.87,17.75,2.07,6.22,55.83,5.78,4491003558.0,4445479601.0,0.05,0.54,23.4,17.23
217,600784,鲁银投资,6.62,4.25,0.27,589270.0,400854504.0,10.87,6.99,6.3,6.32,6.35,7.35,10.37,13.2,1.44,4472818074.0,3761337341.0,-0.45,-0.45,38.78,8.7
218,002965,祥鑫科技,31.0,4.24,1.26,89381.0,274055325.75,5.58,31.2,29.54,29.6,29.74,2.16,5.85,17.64,1.55,6330467778.0,4734727278.0,0.03,0.1,20.25,-23.59
219,300224,正海磁材,14.03,4.23,0.57,690482.0,949365724.35,6.76,14.22,13.31,13.72,13.46,1.88,8.29,46.58,3.12,11752991062.0,11678818675.0,0.0,0.36,70.89,21.79
220,300085,银之杰,54.5,4.23,2.21,1197036.0,6515608203.56,10.5,56.55,51.06,51.79,52.29,1.13,18.85,-458.49,63.8,38511909158.0,34600216620.0,0.06,0.74,559.01,280.59
221,002747,埃斯顿,19.82,4.21,0.8,948776.0,1875346170.35,10.15,20.66,18.73,18.8,19.02,1.74,12.06,-193.79,6.65,17234113398.0,15597803928.0,0.0,0.1,68.68,6.96
222,601857,中国石油,8.44,4.2,0.34,4325550.0,3600733255.0,4.32,8.45,8.1,8.1,8.1,3.66,0.27,8.74,1.04,1544697052784.0,1366622336784.0,0.0,0.24,-3.98,27.69
223,603009,北特科技,41.86,4.18,1.68,233726.0,971671874.0,6.97,42.6,39.8,40.19,40.18,1.13,6.91,174.78,8.0,14170705392.0,14165799484.0,-0.07,0.22,181.7,183.41
224,002806,华锋股份,14.46,4.18,0.58,206588.0,299223809.93,8.36,14.86,13.7,13.7,13.88,2.09,13.13,404.02,3.19,2830384248.0,2275505549.0,0.07,0.21,29.92,5.7
225,600568,ST中珠,1.51,4.14,0.06,315528.0,47138885.0,6.21,1.52,1.43,1.44,1.45,2.9,1.89,-24.42,1.32,3009233218.0,2520291591.0,0.0,-0.66,17.05,-12.21
226,301600,慧翰股份,89.35,4.14,3.55,35029.0,306453931.35,10.26,92.35,83.55,84.95,85.8,1.38,19.96,34.86,4.99,6267902500.0,1568092500.0,-0.04,-0.19,124.27,124.27
227,832491,奥迪威,28.5,4.13,1.13,169140.0,481219681.93,11.73,29.83,26.62,26.96,27.37,1.47,14.82,44.71,4.12,4022727918.0,3253217345.0,0.11,0.71,137.1,51.68
228,300780,德恩精工,18.99,4.11,0.75,192809.0,365202595.0,10.25,19.7,17.83,18.29,18.24,1.59,18.38,-56.28,2.43,2785263300.0,1991665009.0,0.0,0.0,48.59,-4.19
229,002729,好利科技,13.98,4.1,0.55,175985.0,243988310.15,5.88,14.25,13.46,13.55,13.43,3.06,10.03,56.26,4.95,2557919482.0,2452982680.0,0.0,-0.14,28.97,-38.5
230,603348,文灿股份,27.72,4.09,1.09,126573.0,345716012.0,8.97,28.5,26.11,26.55,26.63,2.35,4.79,65.95,2.06,8545804788.0,7320178321.0,0.0,0.14,34.89,-28.28
231,603895,天永智能,22.17,4.08,0.87,47060.0,103828991.0,9.11,22.98,21.04,21.05,21.3,1.25,4.35,-100.44,6.94,2396133600.0,2396133600.0,0.0,0.59,32.68,-14.0
232,300326,凯利泰,7.16,4.07,0.28,488474.0,348127538.21,9.45,7.38,6.73,6.82,6.88,2.09,6.82,68.68,1.79,5133908544.0,5130775185.0,0.0,0.0,73.37,14.19
233,301122,采纳股份,23.31,4.06,0.91,62647.0,142360272.67,6.7,23.42,21.92,22.35,22.4,1.67,14.16,37.2,1.57,2849546288.0,1031366288.0,0.09,0.78,43.8,-30.33
234,832171,志晟信息,29.13,4.04,1.13,157504.0,461885606.62,19.64,32.0,26.5,26.61,28.0,0.97,23.92,-61.18,11.46,2919794136.0,1917821119.0,-0.41,0.07,390.4,160.55
235,000819,岳阳兴长,18.05,4.03,0.7,166815.0,298589595.88,7.15,18.5,17.26,17.4,17.35,2.15,4.78,69.06,3.08,6673039983.0,6295889150.0,0.0,0.22,19.93,0.39
236,600724,宁波富达,5.48,3.98,0.21,643085.0,358758270.0,7.59,5.8,5.4,5.73,5.27,4.05,4.45,37.12,2.79,7919921069.0,7918285799.0,-0.18,0.37,59.77,43.46
237,873169,七丰精工,19.19,3.95,0.73,86512.0,162945461.16,13.49,20.19,17.7,18.45,18.46,1.63,17.02,149.05,5.05,1568694034.0,975557041.0,1.0,1.53,211.53,98.04
238,000880,潍柴重机,12.9,3.95,0.49,374390.0,481903914.31,8.06,13.23,12.23,12.25,12.41,1.99,23.09,22.19,2.11,4274035740.0,2091889800.0,0.08,0.39,53.57,23.44
239,301007,德迈仕,17.67,3.94,0.67,320705.0,571648547.04,16.82,19.54,16.68,16.9,17.0,3.11,21.34,49.62,4.12,2709517800.0,2655612602.0,0.0,0.28,49.49,5.94
240,300131,英唐智控,8.19,3.93,0.31,1105386.0,912609924.44,7.49,8.54,7.95,8.0,7.88,1.07,10.61,150.65,5.34,9295809582.0,8536170956.0,0.12,0.12,42.93,36.27
241,600491,龙元建设,4.23,3.93,0.16,655540.0,276818603.0,6.88,4.35,4.07,4.08,4.07,1.45,4.29,-15.34,0.62,6470876150.0,6470876150.0,-0.47,-0.24,67.19,7.36
242,600066,宇通客车,23.56,3.93,0.89,576271.0,1356606549.0,4.85,23.95,22.85,22.85,22.67,2.34,2.6,16.09,4.39,52160408094.0,52160408094.0,0.04,0.04,13.32,100.51
243,300159,新研股份,4.0,3.9,0.15,1689266.0,663069452.87,6.23,4.0,3.76,3.84,3.85,1.78,11.48,-25.31,-44.48,6007863692.0,5887356812.0,0.0,0.5,81.82,53.85
244,002315,焦点科技,40.06,3.89,1.5,224053.0,909235633.66,8.53,42.42,39.13,39.33,38.56,1.05,11.09,26.65,5.29,12708468912.0,8096250827.0,0.0,-0.05,70.76,26.85
245,000576,甘化科工,8.56,3.88,0.32,348068.0,291344323.4,11.17,8.9,7.98,8.14,8.24,2.86,8.02,139.89,2.32,3735739912.0,3713776450.0,0.0,0.12,54.51,-7.96
246,300853,申昊科技,20.71,3.86,0.77,205275.0,421451898.25,10.48,21.35,19.26,19.26,19.94,2.2,18.62,-19.25,3.54,3043164637.0,2283362577.0,0.0,-0.24,66.35,-23.3
247,603060,国检集团,7.86,3.83,0.29,256049.0,198312918.0,9.91,8.18,7.43,7.53,7.57,2.52,3.18,66.49,3.36,6318878395.0,6318878395.0,0.13,0.26,25.96,-5.19
248,000639,西王食品,4.34,3.83,0.16,1514276.0,664400975.35,14.35,4.6,4.0,4.08,4.18,1.52,14.03,56.14,1.38,4684717932.0,4684712190.0,0.23,0.46,90.35,-1.81
249,836961,西磁科技,48.05,3.82,1.77,92190.0,440349297.62,10.83,50.0,44.99,49.1,46.28,1.25,44.7,144.08,12.08,3401459500.0,991084105.0,0.02,-0.31,377.63,66.38
250,688255,凯尔达,28.51,3.82,1.05,68518.0,193661441.0,8.34,29.3,27.01,27.17,27.46,1.24,9.77,80.27,3.02,3132076384.0,1998623786.0,0.07,0.67,62.91,17.33
251,872925,锦好医疗,17.65,3.82,0.65,34930.0,59892382.37,10.59,18.3,16.5,16.79,17.0,1.18,6.32,-341.46,4.95,1724169249.0,975957685.0,0.17,-0.68,64.34,43.5
252,301079,邵阳液压,19.01,3.82,0.7,146423.0,277043632.1,10.1,19.9,18.05,18.3,18.31,2.02,21.24,92.06,4.24,2078518403.0,1310393974.0,0.05,0.58,30.83,9.95
253,300713,英可瑞,18.48,3.82,0.68,146454.0,267229060.54,4.49,18.7,17.9,17.95,17.8,1.85,16.71,-44.16,4.9,2933160569.0,1619483305.0,0.27,0.16,34.5,1.15
254,000933,神火股份,16.85,3.82,0.62,577154.0,962695918.87,5.3,17.04,16.18,16.26,16.23,2.19,2.57,8.03,1.81,37901557088.0,37797734296.0,0.06,0.12,13.16,5.31
255,600405,动力源,5.19,3.8,0.19,721958.0,366359119.0,6.6,5.23,4.9,5.0,5.0,1.0,13.05,-15.2,5.12,3180585562.0,2871499575.0,0.0,0.58,48.29,-11.28
256,300044,赛为智能,8.02,3.75,0.29,1737435.0,1406531391.65,12.42,8.48,7.52,7.66,7.73,1.86,22.75,-261.58,9.92,6126231209.0,6125462973.0,0.0,0.25,97.05,38.04
257,301200,大族数控,37.0,3.67,1.31,31657.0,116444845.66,4.9,37.47,35.72,35.72,35.69,1.8,5.42,57.41,3.11,15540000000.0,2160912887.0,0.11,0.14,30.97,-2.04
258,836807,奔朗新材,12.46,3.66,0.44,212273.0,272183171.12,9.98,13.5,12.3,13.28,12.02,2.15,18.22,64.88,2.42,2266224800.0,1451484177.0,0.0,-0.4,178.13,71.63
259,300623,捷捷微电,36.9,3.65,1.3,663402.0,2500254807.65,7.47,38.98,36.32,36.8,35.6,1.93,9.47,67.13,5.32,29771342062.0,25860562314.0,0.03,0.54,103.53,133.4
260,002609,捷顺科技,8.84,3.63,0.31,513950.0,459404864.59,11.37,9.38,8.41,8.5,8.53,3.31,11.19,99.76,2.4,5720790804.0,4061145424.0,0.34,0.11,28.86,-21.77
261,301203,国泰环保,31.2,3.62,1.09,23310.0,72267801.34,5.75,31.73,30.0,30.3,30.11,3.46,5.32,18.5,1.76,2496000000.0,1367886000.0,0.0,0.16,21.07,-16.53
262,832145,恒合股份,14.93,3.61,0.52,76212.0,111010625.8,14.23,15.75,13.7,13.87,14.41,1.01,17.0,-83.05,3.95,1053311500.0,669270843.0,0.0,-0.2,218.34,90.92
263,600548,深高速,11.59,3.57,0.4,71689.0,82257125.0,4.83,11.64,11.1,11.19,11.19,0.93,0.5,13.8,1.39,25275128078.0,16611603078.0,0.0,0.09,22.65,37.32
264,430139,华岭股份,34.84,3.57,1.2,264523.0,975803291.17,14.86,39.77,34.77,36.55,33.64,1.85,10.15,-463.78,8.54,9389637537.0,9080416964.0,0.03,0.06,389.33,123.91
265,601225,陕西煤业,24.92,3.53,0.85,618471.0,1528837355.0,4.69,25.1,23.97,24.0,24.07,2.13,0.64,11.37,2.54,241599400000.0,241599400000.0,-0.04,-0.16,0.93,27.99
266,002186,全 聚 德,13.01,3.5,0.44,407892.0,540913786.13,13.52,13.83,12.13,12.13,12.57,1.42,13.31,42.51,4.56,3993049860.0,3987712507.0,0.0,-1.66,51.1,11.58
267,300112,万讯自控,10.12,3.48,0.34,407759.0,412943983.19,10.63,10.69,9.65,9.68,9.78,2.71,17.16,137.53,2.68,2954465973.0,2405284095.0,0.0,0.1,44.99,-10.44
268,601898,中煤能源,13.1,3.48,0.44,423961.0,549938015.0,4.19,13.14,12.61,12.66,12.66,1.65,0.46,8.91,1.16,173688490540.0,119891205240.0,0.0,0.0,-5.55,47.03
269,605277,新亚电子,14.43,3.44,0.48,331893.0,483031816.0,8.75,15.15,13.93,13.93,13.95,4.09,10.57,34.66,3.32,4679609476.0,4530765585.0,0.07,0.14,19.26,17.51
