序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
5192,002040,南 京 港,7.15,-4.28,-0.32,203252.0,146508447.53,3.61,7.34,7.07,7.34,7.47,0.7,4.2,21.17,1.08,3508467034.0,3460362620.0,0.28,0.7,31.68,1.71
5193,002351,漫步者,15.86,-4.28,-0.71,283384.0,455947851.18,5.49,16.68,15.77,16.5,16.57,0.69,5.44,31.27,5.35,14101237020.0,8263837933.0,-0.06,0.06,59.08,-9.22
5194,301043,绿岛风,30.13,-4.29,-1.35,23680.0,73526659.0,6.51,31.95,29.9,31.16,31.48,2.32,10.29,19.04,2.41,2048840000.0,693080390.0,0.33,0.5,27.18,-5.4
5195,601188,龙江交通,3.79,-4.29,-0.17,368170.0,141512976.0,4.29,3.93,3.76,3.9,3.96,1.03,2.8,25.08,1.09,4987179784.0,4987179784.0,0.0,0.0,25.08,-4.53
5196,600898,*ST美讯,1.78,-4.3,-0.08,104159.0,18541041.0,4.84,1.86,1.77,1.86,1.86,2.61,4.12,-12.23,-4.44,507978155.0,449492400.0,0.0,0.56,20.27,-31.8
5197,300359,全通教育,6.45,-4.3,-0.29,266025.0,174173718.06,4.75,6.72,6.4,6.7,6.74,0.8,4.2,-74.17,6.21,4085000572.0,4084795946.0,0.0,0.31,38.12,17.27
5198,688357,建龙微纳,25.31,-4.31,-1.14,10736.0,27692370.0,4.61,26.51,25.29,26.32,26.45,1.31,1.07,31.38,1.5,2532477750.0,2532477750.0,0.0,-0.16,31.48,-40.54
5199,000973,佛塑科技,7.1,-4.31,-0.32,1053174.0,755731572.48,3.91,7.35,7.06,7.35,7.42,0.66,10.89,61.89,2.42,6868704514.0,6868704514.0,-0.14,0.28,89.84,47.3
5200,002912,中新赛克,28.29,-4.33,-1.28,73822.0,212821819.2,4.7,29.49,28.1,29.27,29.57,0.5,4.55,-77.15,3.07,4830574080.0,4589260691.0,0.04,0.21,83.34,2.17
5201,600400,红豆股份,3.09,-4.33,-0.14,886763.0,277057040.0,5.88,3.25,3.06,3.23,3.23,0.63,3.87,1616.35,2.51,7096407023.0,7080339023.0,0.0,0.32,50.0,11.55
5202,688379,华光新材,23.76,-4.35,-1.08,17483.0,42298036.0,5.64,24.98,23.58,24.98,24.84,0.92,1.95,20.27,2.16,2125144771.0,2125144771.0,-0.17,0.0,65.0,21.1
5203,300592,华凯易佰,14.96,-4.35,-0.68,286545.0,431031845.74,6.91,15.68,14.6,15.33,15.64,0.75,7.82,24.0,2.73,6056494200.0,5481299120.0,1.01,1.22,32.16,-14.07
5204,002303,美盈森,3.73,-4.36,-0.17,585758.0,221361896.27,5.38,3.9,3.69,3.9,3.9,0.81,7.38,19.58,1.29,5711837345.0,2961211308.0,0.0,0.27,54.13,26.87
5205,300176,鸿特科技,7.89,-4.36,-0.36,225276.0,180977489.4,4.97,8.26,7.85,8.19,8.25,0.97,5.82,77.82,3.27,3055645512.0,3055645512.0,0.13,0.13,65.76,16.72
5206,688750,金天钛业,22.34,-4.37,-1.02,138150.0,316464211.0,5.69,23.59,22.26,23.5,23.36,0.93,17.84,66.32,4.29,10332250000.0,1729569636.0,0.0,0.0,212.01,212.01
5207,831152,昆工科技,16.64,-4.37,-0.76,27225.0,46698694.24,9.89,17.9,16.18,17.47,17.4,0.98,3.31,-120.96,4.22,1806965888.0,1367162784.0,0.36,0.24,111.97,-3.93
5208,300805,电声股份,9.4,-4.37,-0.43,157902.0,150321649.0,6.21,9.9,9.29,9.9,9.83,0.64,5.5,488.45,2.63,3978362000.0,2699108480.0,-0.21,0.21,42.21,-15.77
5209,300364,中文在线,28.2,-4.37,-1.29,661223.0,1887459817.62,5.26,29.45,27.9,29.1,29.49,0.64,10.0,-82.07,19.78,20584297228.0,18639476614.0,0.53,0.61,69.37,9.6
5210,300147,香雪制药,12.02,-4.38,-0.55,397256.0,484137865.77,4.3,12.5,11.96,12.46,12.57,0.92,6.04,-27.37,4.66,7948574121.0,7902657685.0,0.0,0.08,64.88,133.4
5211,688378,奥来德,24.25,-4.38,-1.11,49083.0,120904589.0,5.4,25.37,24.0,25.08,25.36,0.73,2.44,37.39,2.87,5047594359.0,4879487588.0,0.37,0.29,67.47,-27.05
5212,300067,安诺其,5.68,-4.38,-0.26,599339.0,345038563.48,4.21,5.88,5.63,5.85,5.94,0.8,6.39,400.66,2.56,6556847580.0,5324907308.0,0.18,0.35,78.06,85.02
5213,688680,海优新材,38.23,-4.38,-1.75,19866.0,76968787.0,5.1,39.94,37.9,39.87,39.98,1.03,2.36,-9.69,1.84,3212096145.0,3212096145.0,0.21,0.21,51.35,-41.66
5214,600481,双良节能,6.55,-4.38,-0.3,824709.0,546927752.0,4.38,6.81,6.51,6.8,6.85,0.56,4.41,-6.86,2.28,12252971836.0,12252971836.0,0.0,0.15,79.45,-21.46
5215,603697,有友食品,10.25,-4.38,-0.47,162576.0,172124858.0,7.0,10.98,10.23,10.7,10.72,1.31,3.8,27.12,2.46,4383844005.0,4383844005.0,0.0,0.0,81.1,15.3
5216,831961,创远信科,21.36,-4.39,-0.98,82268.0,179978963.08,7.7,22.88,21.16,22.36,22.34,0.87,7.8,1193.96,4.05,3051073251.0,2252172939.0,0.0,0.47,160.17,55.8
5217,000520,凤凰航运,5.23,-4.39,-0.24,315214.0,168661110.45,5.48,5.51,5.21,5.47,5.47,0.8,3.11,-179.77,10.13,5293196470.0,5293196470.0,0.0,0.19,151.44,88.81
5218,838262,太湖雪,26.2,-4.41,-1.21,38424.0,105035276.54,11.02,28.9,25.88,27.41,27.41,0.63,15.1,70.8,4.42,1392916660.0,666597037.0,0.08,-0.61,184.47,62.03
5219,688068,热景生物,53.0,-4.42,-2.45,60793.0,326682170.0,5.55,55.86,52.78,54.99,55.45,0.67,6.57,-90.45,1.5,4901158676.0,4901158676.0,-1.03,-0.15,109.9,29.74
5220,601865,福莱特,25.09,-4.42,-1.16,200257.0,504272083.0,5.41,26.14,24.72,26.0,26.25,1.24,1.05,34.03,2.7,58783851309.0,47672619359.0,0.08,0.04,41.75,-4.67
5221,300459,汤姆猫,6.92,-4.42,-0.32,5192522.0,3633566527.95,5.52,7.24,6.84,7.11,7.24,0.57,16.39,218.49,7.3,24329411698.0,21922152979.0,0.0,0.0,100.0,40.08
5222,688181,八亿时空,32.4,-4.42,-1.5,76261.0,253168228.0,7.85,34.66,32.0,33.66,33.9,0.64,5.67,53.02,2.05,4357202090.0,4357202090.0,0.0,0.03,98.77,20.36
5223,300197,节能铁汉,2.59,-4.43,-0.12,1336551.0,355158878.5,7.01,2.77,2.58,2.68,2.71,1.08,4.51,-9.09,2.07,7680122027.0,7680122027.0,0.0,0.0,94.74,25.12
5224,603466,风语筑,9.06,-4.43,-0.42,244927.0,223964601.0,4.64,9.42,8.98,9.35,9.48,0.96,4.12,-34.51,2.46,5388688617.0,5388688617.0,0.11,0.33,25.66,-36.11
5225,605398,新炬网络,21.55,-4.43,-1.0,226613.0,534393521.0,14.68,24.81,21.5,24.81,22.55,2.91,13.93,105.8,3.38,3506537967.0,3506537967.0,-0.19,-0.28,33.44,2.57
5226,831278,泰德股份,12.7,-4.44,-0.59,207569.0,267198539.79,16.1,14.3,12.16,12.2,13.29,1.49,21.29,64.96,5.45,1975180200.0,1238388633.0,0.0,0.0,197.42,95.38
5227,300608,思特奇,13.13,-4.44,-0.61,214894.0,285256118.2,3.57,13.5,13.01,13.49,13.74,1.05,7.81,-21.07,3.11,4348735857.0,3611971458.0,0.23,0.38,42.87,-22.49
5228,000004,国华网安,18.29,-4.44,-0.85,103977.0,192753169.62,4.28,19.02,18.2,19.01,19.14,1.18,8.23,-50.69,15.16,2421235358.0,2309809221.0,0.0,0.22,57.54,13.39
5229,300304,云意电气,9.25,-4.44,-0.43,571598.0,535735320.09,5.68,9.72,9.17,9.52,9.68,0.77,6.68,19.83,2.77,8122829392.0,7914355815.0,0.0,0.11,62.0,37.85
5230,688691,灿芯股份,72.85,-4.45,-3.39,38006.0,293440142.0,10.74,80.99,72.8,80.24,76.24,0.77,14.9,79.99,6.36,8742000000.0,1857675000.0,-0.03,-0.29,88.98,274.94
5231,002165,红 宝 丽,4.94,-4.45,-0.23,877299.0,443214942.34,6.38,5.24,4.91,5.15,5.17,1.0,12.06,59.1,1.8,3632232995.0,3594489710.0,0.0,0.41,50.61,19.61
5232,603655,朗博科技,24.25,-4.45,-1.13,29685.0,72672060.0,4.1,25.14,24.1,25.0,25.38,0.81,2.8,100.11,4.77,2570500000.0,2570500000.0,0.04,0.12,77.27,17.15
5233,600696,岩石股份,15.22,-4.46,-0.71,145133.0,223664077.0,5.96,15.98,15.03,15.94,15.93,0.85,4.34,-50.53,9.61,5090624740.0,5090624740.0,0.0,0.13,100.79,-15.4
5234,002146,荣盛发展,2.14,-4.46,-0.1,3425262.0,757778247.28,8.48,2.31,2.12,2.22,2.24,1.29,8.78,-4.9,0.42,9305070641.0,8346580691.0,0.47,0.47,79.83,25.15
5235,300150,世纪瑞尔,4.92,-4.47,-0.23,208031.0,104362280.2,4.85,5.14,4.89,5.12,5.15,0.87,4.04,65.97,1.88,2878721781.0,2532490970.0,0.2,0.2,61.84,1.44
5236,600635,大众公用,4.49,-4.47,-0.21,1263496.0,574192384.0,4.04,4.64,4.45,4.6,4.7,0.81,5.22,58.37,1.58,13256431691.0,10860374621.0,0.0,0.22,52.2,50.17
5237,600105,永鼎股份,5.77,-4.47,-0.27,1370572.0,793849115.0,3.48,5.91,5.7,5.91,6.04,0.63,9.62,107.55,2.78,8217646255.0,8217646255.0,0.0,0.17,61.17,4.91
5238,300483,首华燃气,10.23,-4.48,-0.48,110622.0,114918523.35,3.64,10.6,10.21,10.4,10.71,0.64,4.27,-26.28,1.12,2747308392.0,2651381682.0,-0.1,-0.1,45.93,-13.82
5239,600520,文一科技,39.15,-4.49,-1.84,591651.0,2523387329.0,14.91,45.09,38.98,45.09,40.99,2.08,37.34,260.38,16.56,6202534500.0,6202534500.0,-0.05,-0.58,120.32,52.99
5240,002459,晶澳科技,16.37,-4.49,-0.77,664143.0,1102158714.83,6.3,17.38,16.3,17.0,17.14,1.44,2.01,-83.89,1.74,54179426388.0,54118892698.0,-0.18,0.0,68.76,-18.8
5241,831832,科达自控,32.48,-4.5,-1.53,51651.0,171124037.71,9.64,34.56,31.28,34.0,34.01,0.63,8.31,77.9,3.64,2510054400.0,2019710953.0,-0.03,-0.09,203.27,84.65
5242,835305,云创数据,25.46,-4.5,-1.2,61823.0,160541995.64,5.03,26.72,25.38,26.14,26.66,0.62,7.62,-83.69,4.35,3370296143.0,2064828278.0,0.0,0.04,158.48,36.51
5243,603038,华立股份,19.94,-4.5,-0.94,239699.0,491622839.0,7.47,21.36,19.8,21.3,20.88,1.42,8.92,115.14,3.91,5357421494.0,5357421494.0,-0.05,-0.15,159.3,125.31
5244,600653,申华控股,2.33,-4.51,-0.11,1193491.0,284862574.0,6.56,2.47,2.31,2.42,2.44,1.12,6.13,-60.48,6.24,4535066139.0,4535066139.0,0.43,0.43,86.4,25.95
5245,600981,汇鸿集团,2.96,-4.52,-0.14,702877.0,210111012.0,4.19,3.06,2.93,2.99,3.1,1.14,3.13,-59.54,1.41,6637602248.0,6637602248.0,0.0,0.0,78.31,-2.95
5246,000917,电广传媒,8.22,-4.53,-0.39,813306.0,679400055.17,4.53,8.55,8.16,8.5,8.61,0.98,5.74,143.29,1.13,11652313098.0,11651515964.0,0.37,0.24,70.19,50.55
5247,873223,荣亿精密,14.75,-4.53,-0.7,75216.0,110636087.95,6.08,15.27,14.33,15.03,15.45,1.01,9.22,-84.3,8.51,2319953750.0,1203360313.0,1.17,2.15,257.14,159.23
5248,836433,大唐药业,8.21,-4.53,-0.39,105921.0,88885670.89,5.23,8.65,8.2,8.53,8.6,0.59,6.26,151.86,4.39,2101100581.0,1388579344.0,-0.12,0.0,114.36,38.68
5249,301036,双乐股份,44.62,-4.54,-2.12,57320.0,263012777.72,8.24,47.96,44.11,47.5,46.74,1.19,8.14,34.49,2.73,4462000000.0,3142837989.0,0.04,0.09,45.72,106.86
5250,688622,禾信仪器,52.98,-4.54,-2.52,16355.0,88312072.0,5.1,55.49,52.66,55.11,55.5,0.6,2.34,-125.55,8.94,3708473166.0,3708473166.0,-0.09,0.0,231.13,47.37
5251,603686,福龙马,10.09,-4.54,-0.48,539296.0,556520735.0,8.8,10.93,10.0,10.6,10.57,2.1,12.98,27.24,1.27,4191692776.0,4191692776.0,0.1,0.4,32.94,1.1
5252,871857,泓禧科技,19.96,-4.54,-0.95,16190.0,32767996.8,5.74,21.0,19.8,20.73,20.91,0.61,2.19,82.88,3.84,1477182754.0,1477182754.0,0.45,0.81,109.44,4.34
5253,603598,引力传媒,15.1,-4.55,-0.72,150045.0,229698013.0,5.12,15.78,14.97,15.6,15.82,0.71,5.6,155.86,18.59,4053789790.0,4044729790.0,0.07,0.2,33.75,-26.98
5254,688299,长阳科技,18.23,-4.55,-0.87,134094.0,247522208.0,6.07,19.18,18.02,18.95,19.1,0.93,4.67,214.48,2.48,5295758779.0,5228982234.0,0.16,0.16,45.96,31.15
5255,831010,凯添燃气,10.88,-4.56,-0.52,119764.0,132207909.58,4.47,11.36,10.85,11.12,11.4,0.62,7.43,50.0,3.84,2551360000.0,1753508961.0,-1.27,0.0,194.85,91.55
5256,300505,川金诺,16.11,-4.56,-0.77,214752.0,353248473.85,5.69,16.98,16.02,16.89,16.88,0.74,9.88,30.07,1.79,4428115796.0,3501689286.0,0.12,0.25,41.44,-3.19
5257,833266,生物谷,12.55,-4.56,-0.6,35930.0,45688605.95,4.87,13.14,12.5,12.83,13.15,0.59,4.67,651.85,1.55,1556200088.0,965535380.0,0.08,-0.24,64.27,34.22
5258,601216,君正集团,5.02,-4.56,-0.24,1989732.0,1009647595.0,3.61,5.18,4.99,5.14,5.26,1.15,2.36,14.18,1.6,42358847298.0,42358847298.0,0.2,0.4,30.73,46.78
5259,600540,新赛股份,4.6,-4.56,-0.22,574470.0,271168670.0,8.09,4.96,4.57,4.77,4.82,1.16,9.88,-33.91,3.99,2674334016.0,2674334016.0,0.44,0.0,31.43,-5.74
5260,301018,申菱环境,27.15,-4.57,-1.3,128371.0,358366389.86,6.68,28.9,27.0,27.91,28.45,0.89,6.45,37.92,2.81,7223327113.0,5404507888.0,0.07,0.41,39.52,3.71
5261,688369,致远互联,23.59,-4.57,-1.13,63890.0,154664739.0,11.33,25.8,23.0,24.71,24.72,1.42,5.55,-18.62,2.28,2716587576.0,2716587576.0,0.13,0.13,83.15,-31.58
5262,300673,佩蒂股份,16.46,-4.58,-0.79,155107.0,259437470.7,6.61,17.45,16.31,16.98,17.25,1.7,9.58,19.84,2.24,4095701885.0,2666351186.0,-0.06,-0.18,32.85,23.76
5263,834062,科润智控,9.78,-4.59,-0.47,107185.0,106140644.04,5.56,10.19,9.62,10.06,10.25,1.01,8.28,52.32,2.61,1824813789.0,1265718358.0,0.2,0.62,114.0,37.94
5264,688053,思科瑞,33.9,-4.59,-1.63,32363.0,110634886.0,6.39,35.82,33.55,35.82,35.53,0.43,7.48,-3844.25,2.08,3390000000.0,1466981820.0,0.33,0.53,84.34,-31.69
5265,300448,浩云科技,8.93,-4.59,-0.43,2082000.0,1969935634.07,15.71,10.21,8.74,9.36,9.36,1.94,42.35,533.81,4.59,6041297515.0,4390588185.0,-0.11,1.82,76.83,66.92
5266,688353,XD华盛锂,25.95,-4.6,-1.25,25302.0,66472253.0,5.29,27.2,25.76,27.2,27.2,0.73,4.05,-23.57,1.17,4139025000.0,1622248498.0,0.0,0.39,75.81,-4.24
5267,300134,大富科技,14.31,-4.6,-0.69,367740.0,530434622.67,4.0,14.77,14.17,14.67,15.0,1.62,5.16,-36.74,2.6,10982896466.0,10194701666.0,-0.07,0.35,67.76,38.66
5268,300949,奥雅股份,35.85,-4.6,-1.73,25948.0,93916195.57,4.42,37.26,35.6,37.22,37.58,0.43,7.56,-15.68,2.48,2169158025.0,1229693109.0,0.0,0.28,35.08,-38.18
5269,002889,东方嘉盛,24.16,-4.62,-1.17,190042.0,462403524.02,5.49,25.27,23.88,24.91,25.33,0.75,10.85,27.23,2.75,6517461517.0,4231600251.0,0.04,0.37,45.98,32.02
5270,002003,伟星股份,12.37,-4.63,-0.6,320748.0,401416198.15,5.55,12.98,12.26,12.82,12.97,2.38,3.17,17.39,3.39,14459165008.0,12497418880.0,0.0,-0.16,0.16,21.27
5271,837344,三元基因,23.5,-4.63,-1.14,14500.0,34246786.39,5.4,24.45,23.12,24.4,24.64,0.99,1.28,181.1,4.69,2862535000.0,2668678706.0,-0.09,-0.17,63.31,7.95
5272,002098,浔兴股份,8.45,-4.63,-0.41,52022.0,44688374.66,4.85,8.83,8.4,8.81,8.86,0.87,1.45,13.21,2.34,3025100000.0,3025100000.0,0.0,0.12,17.2,28.61
5273,836957,汉维科技,14.4,-4.64,-0.7,24272.0,35613959.13,6.29,15.15,14.2,15.12,15.1,0.6,5.68,67.83,3.9,1545139210.0,614948170.0,-0.55,-0.69,131.88,61.43
5274,872808,曙光数创,60.66,-4.64,-2.95,29506.0,183742120.98,6.08,64.5,60.63,64.27,63.61,0.84,1.52,-1981.06,18.69,12132000061.0,11805616686.0,0.0,-0.12,129.25,59.84
5275,600156,华升股份,5.55,-4.64,-0.27,450430.0,257325338.0,8.08,5.98,5.51,5.81,5.82,1.01,11.2,-76.64,5.05,2231714396.0,2231714396.0,0.0,0.36,62.76,12.8
5276,000957,中通客车,12.31,-4.65,-0.6,587524.0,732959137.04,5.19,12.87,12.2,12.65,12.91,0.84,9.91,28.03,2.52,7298647452.0,7298647452.0,-0.08,0.08,34.68,37.54
5277,839790,联迪信息,34.45,-4.65,-1.68,67720.0,240487845.65,10.02,37.5,33.88,34.0,36.13,0.54,12.46,200.5,8.24,2720413839.0,1872321603.0,-0.06,0.09,373.87,190.47
5278,830799,艾融软件,65.39,-4.65,-3.19,81191.0,545299966.92,6.12,69.35,65.15,67.15,68.58,0.8,6.73,239.68,36.05,13717517470.0,7892871898.0,0.05,0.2,616.21,395.38
5279,688426,康为世纪,21.91,-4.66,-1.07,8808.0,19646998.0,6.66,23.3,21.77,23.3,22.98,0.96,2.32,-19.33,1.61,2464737318.0,832433904.0,-0.32,0.05,33.43,-28.28
5280,836260,中寰股份,13.46,-4.67,-0.66,46342.0,63532829.71,9.56,14.35,13.0,14.34,14.12,0.65,10.89,32.16,3.35,1393783000.0,572942277.0,-0.22,1.13,136.56,43.65
5281,002172,澳洋健康,3.46,-4.68,-0.17,333276.0,117476142.7,6.06,3.62,3.4,3.61,3.63,0.92,4.36,51.37,19.99,2649433966.0,2647841051.0,0.0,0.29,44.77,-8.71
5282,002225,濮耐股份,4.47,-4.69,-0.22,360135.0,163504645.52,5.97,4.71,4.43,4.69,4.69,1.07,4.36,27.56,1.35,4516396888.0,3690009831.0,0.22,0.22,41.9,20.49
5283,300542,新晨科技,24.78,-4.69,-1.22,156500.0,393580548.06,4.35,25.71,24.58,25.44,26.0,1.0,6.35,-312.84,11.79,7398314297.0,6105427610.0,0.0,0.08,121.45,89.3
5284,002173,创新医疗,8.93,-4.7,-0.44,436513.0,395666259.68,4.06,9.27,8.89,9.27,9.37,0.9,10.5,-106.14,2.14,3940669263.0,3712080159.0,-0.11,0.11,44.5,2.17
5285,002659,凯文教育,5.07,-4.7,-0.25,241199.0,124559843.0,5.08,5.3,5.03,5.29,5.32,0.84,4.03,-102.54,1.39,3033281547.0,3033281547.0,0.2,0.0,28.35,17.09
5286,000722,湖南发展,10.95,-4.7,-0.54,238574.0,264841584.06,3.74,11.32,10.89,11.3,11.49,0.92,5.14,62.07,1.64,5082533188.0,5082533188.0,0.09,0.09,35.19,14.54
5287,002044,美年健康,4.86,-4.71,-0.24,802924.0,394820433.2,5.1,5.09,4.83,5.09,5.1,1.53,2.07,579.21,2.49,19023274066.0,18820100779.0,0.21,0.21,41.69,-18.86
5288,301285,鸿日达,29.1,-4.72,-1.44,54429.0,160537995.0,4.91,30.4,28.9,30.3,30.54,0.78,6.92,152.55,5.66,6014097000.0,2290455413.0,0.38,0.38,27.07,83.13
5289,300456,赛微电子,20.19,-4.72,-1.0,621706.0,1318513450.83,10.19,22.3,20.14,21.53,21.19,1.71,10.48,-94.15,2.94,14783383175.0,11982695910.0,-0.05,0.05,33.27,-15.91
5290,600333,长春燃气,6.46,-4.72,-0.32,410175.0,268660681.0,4.42,6.74,6.44,6.6,6.78,0.55,6.73,-36.0,2.09,3934338219.0,3934338219.0,-0.15,-0.15,70.45,27.67
5291,600986,浙文互联,6.65,-4.73,-0.33,1194027.0,803275548.0,4.3,6.91,6.61,6.78,6.98,0.96,9.03,47.06,1.91,9891037512.0,8794130300.0,0.0,-0.15,65.01,21.79
5292,838030,德众汽车,8.06,-4.73,-0.4,107790.0,88606650.61,5.79,8.5,8.01,8.32,8.46,0.83,11.03,235.97,3.08,1441447829.0,787680031.0,-0.12,0.12,127.68,80.72
5293,001308,康冠科技,23.77,-4.73,-1.18,111556.0,269450814.35,5.37,24.94,23.6,24.7,24.95,0.55,14.44,21.94,2.28,16330865996.0,1836084151.0,0.0,0.13,23.35,-13.18
5294,688163,赛伦生物,20.72,-4.74,-1.03,29733.0,62366370.0,5.84,21.77,20.5,21.54,21.75,0.7,6.7,26.72,2.01,2242318400.0,919387840.0,-0.05,0.14,36.5,5.34
5295,300889,爱克股份,15.08,-4.74,-0.75,72802.0,110376244.6,4.23,15.68,15.01,15.61,15.83,0.93,7.45,-24.96,1.54,2352480000.0,1473668495.0,0.07,0.13,42.8,-10.08
5296,603898,好莱客,9.44,-4.74,-0.47,65564.0,62401117.0,6.16,9.9,9.29,9.85,9.91,0.89,2.11,24.23,0.97,2938519176.0,2938519176.0,0.11,0.11,30.75,-12.27
5297,300256,星星科技,4.82,-4.74,-0.24,1270714.0,621287075.4,4.74,5.04,4.8,4.99,5.06,1.12,7.73,-64.24,9.09,10933656121.0,7921156121.0,0.21,0.42,58.03,62.29
5298,688282,*ST导航,30.47,-4.75,-1.52,9342.0,28945853.0,5.91,32.3,30.41,31.99,31.99,1.13,2.56,-60.78,2.14,2681360000.0,1112764400.0,0.03,-0.1,37.25,-22.47
5299,300990,同飞股份,37.33,-4.77,-1.87,34195.0,130075942.46,5.77,39.38,37.12,39.0,39.2,0.58,4.46,67.54,3.53,6295905335.0,2864764675.0,0.08,0.32,45.93,-15.18
5300,601949,中国出版,8.18,-4.77,-0.41,527469.0,436196074.0,4.07,8.48,8.13,8.44,8.59,0.78,2.89,37.32,1.68,15574458682.0,14908050000.0,0.0,0.0,42.76,3.15
5301,600822,上海物贸,11.37,-4.77,-0.57,210064.0,243495291.0,6.28,12.01,11.26,11.94,11.94,0.83,5.3,92.38,4.69,5639212032.0,4504201714.0,0.09,0.26,56.18,12.24
5302,000420,吉林化纤,3.79,-4.77,-0.19,898837.0,346026666.7,4.77,3.96,3.77,3.96,3.98,1.21,3.66,112.58,2.11,9319111020.0,9315888762.0,0.0,0.0,29.79,30.24
5303,002006,精工科技,20.11,-4.78,-1.01,709308.0,1485486605.76,14.16,22.88,19.89,22.88,21.12,1.36,15.58,94.0,6.97,9153267600.0,9153267600.0,0.35,-0.15,80.04,32.91
5304,001373,翔腾新材,30.65,-4.78,-1.54,90934.0,293405598.88,14.51,34.8,30.13,33.74,32.19,4.47,27.45,141.7,2.35,2105253117.0,1015487586.0,-0.07,0.79,17.03,-31.35
5305,688292,浩瀚深度,21.89,-4.78,-1.1,35006.0,78116077.0,6.05,22.99,21.6,22.99,22.99,1.12,3.89,70.45,3.32,3466208541.0,1970547191.0,-0.05,0.05,64.59,-20.11
5306,001223,欧克科技,40.37,-4.79,-2.03,14584.0,59824511.3,5.26,42.28,40.05,42.27,42.4,0.92,8.74,34.63,1.42,2691871600.0,673371600.0,0.02,0.0,25.14,-33.55
5307,600228,返利科技,6.96,-4.79,-0.35,452492.0,318861707.0,5.34,7.29,6.9,7.26,7.31,0.78,10.86,-666.53,5.71,2918135744.0,2900018739.0,0.0,0.43,40.04,-10.77
5308,300860,锋尚文化,27.04,-4.79,-1.36,84892.0,232981413.64,4.68,28.1,26.77,27.58,28.4,1.13,7.59,175.7,1.63,5162783515.0,3025709184.0,0.04,0.33,22.41,-29.93
5309,301505,苏州规划,28.6,-4.79,-1.44,59406.0,173840350.31,4.29,29.88,28.59,29.68,30.04,0.72,10.21,113.51,2.57,2516800000.0,1663977744.0,0.0,-0.8,27.85,-20.47
5310,600769,祥龙电业,12.31,-4.8,-0.62,135222.0,168045364.0,5.1,12.88,12.22,12.8,12.93,0.99,3.61,299.94,45.39,4615969332.0,4615969332.0,-0.24,0.08,96.96,17.02
5311,301052,果麦文化,28.19,-4.8,-1.42,90937.0,259431266.14,5.57,29.45,27.8,29.16,29.61,0.59,11.34,98.52,4.01,2789663766.0,2260722985.0,0.14,0.46,57.49,-13.07
5312,600476,湘邮科技,16.67,-4.8,-0.84,94833.0,160538315.0,5.37,17.44,16.5,17.44,17.51,1.34,5.89,-471.81,21.14,2685036900.0,2685036900.0,0.18,0.12,43.71,-3.75
5313,001696,宗申动力,27.18,-4.8,-1.37,1175370.0,3238418975.2,3.92,28.16,27.04,27.9,28.55,0.64,13.19,59.67,6.33,31121831686.0,24226613726.0,0.07,0.18,126.12,326.02
5314,300243,瑞丰高材,10.9,-4.8,-0.55,139531.0,153667523.23,3.93,11.32,10.87,11.32,11.45,0.98,7.32,55.98,2.53,2729628914.0,2078557929.0,0.09,0.18,43.23,12.72
5315,600239,云南城投,3.17,-4.8,-0.16,866009.0,280166300.0,4.8,3.31,3.15,3.27,3.33,1.05,5.39,212.45,3.67,5090027502.0,5090027502.0,0.0,0.32,70.43,22.87
5316,839729,永顺生物,8.9,-4.81,-0.45,30132.0,27377495.24,5.35,9.32,8.82,9.27,9.35,0.66,3.75,63.0,3.75,2432815000.0,715782865.0,-0.22,-0.56,82.38,3.01
5317,300785,值得买,29.98,-4.83,-1.52,140248.0,424178700.3,6.57,31.57,29.5,31.18,31.5,0.72,11.47,1175.23,3.25,5961680185.0,3665476609.0,0.0,0.44,90.59,38.03
5318,002759,天际股份,10.25,-4.83,-0.52,269188.0,279657660.14,5.2,10.73,10.17,10.73,10.77,0.56,5.37,-20.44,1.18,5139171701.0,5135988953.0,0.0,0.1,75.51,-2.47
5319,300917,特发服务,60.64,-4.83,-3.08,114012.0,701894935.54,4.87,63.4,60.3,62.0,63.72,0.98,6.75,93.84,9.54,10248160000.0,10248160000.0,-0.1,0.4,102.2,141.59
5320,300133,华策影视,7.67,-4.84,-0.39,1079339.0,841068910.43,6.2,8.11,7.61,8.06,8.06,0.63,6.65,65.79,2.05,14581235287.0,12454868339.0,0.13,0.0,51.88,31.56
5321,920128,胜业电气,38.71,-4.84,-1.97,51451.0,202468655.92,4.94,40.65,38.64,40.0,40.68,0.47,30.09,61.36,6.19,3038347900.0,661941000.0,-0.41,-0.33,324.45,324.45
5322,002285,世联行,3.34,-4.84,-0.17,1138699.0,389023215.4,5.7,3.52,3.32,3.45,3.51,1.09,5.76,-238.08,2.2,6656048987.0,6597680156.0,0.0,0.0,88.7,38.59
5323,003029,吉大正元,24.71,-4.85,-1.26,102991.0,257052924.04,5.39,25.7,24.3,25.64,25.97,0.65,6.03,-50.33,3.92,4784355809.0,4222705268.0,0.04,0.53,47.08,25.37
5324,300766,每日互动,15.88,-4.85,-0.81,369630.0,591526874.26,4.79,16.45,15.65,16.32,16.69,1.13,10.39,736.03,3.85,6227703381.0,5648087843.0,-0.19,-0.19,50.81,2.92
